"aspect","aspect_keyword","aspect_sentiment","confidence_score","flag","id","polarity","response_confidence_score","review_text","reviewer_id","reviewer_name","sentiment_keyword","source_name","source_review_id","star_rating","response"
"[delivery]","[delivery]","[]","83.21","0","112022","positive","100.0","vry timed delivery Satisfactory","","Flipkart Customer","[[satisfactory]]","Flipkart","a2c9767d-ba39-4705-98b5-67c7afeda8d6","5","Dear Flipkart Customer, Pleased to hear your great experience with pedigree, do continue keeping in touch with us with all the wonderful encounters! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[packaging, packaging, product-condition-damaged]","[pack]","[[open], [damaged]]","-94.36","0","111553","negative","100.0","open and damaged pack recvd","","ABHISHEK Wadhwani","[[open, damaged]]","Flipkart","a2de36d5-a53b-44b2-878e-120943db4d5d","1","Dear ABHISHEK Wadhwani, We apologize for the inconvenience caused. Please get in touch with us on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[]","[]","[]","83.21","0","112143","positive","98.0","my doggy like it","","sukesh rana","[[like]]","Flipkart","a33f7347-2ea3-422c-9315-63323d3cfe83","5","Dear sukesh rana,Thanks, we appreciate your feedback. "
"[product-overall]","[product]","[]","44.245","0","111435","positive","100.0","Good product","","Flipkart Customer","[[good]]","Flipkart","a35877cc-2beb-48ed-b6f0-a6ad5a1ac4d1","3","Dear Flipkart Customer, Super excited to know pedigree was liked by your dog! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[death]","[]","[[died]]","-100.0","2","112186","negative","97.87","When I give this to kitty my kitty died don't give this to your cat","","Siddharth Ss","[[died]]","Flipkart","a361d1c0-eb44-4e01-9582-54d6edd8f3cd","1","Dear Siddharth Ss, We are deeply saddened to hear about your dog. We request you to share your contact details so that we can assist you ASAP on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[]","[]","[]","45.495","0","111826","positive","98.0","very good","","PRADIP ROUTH","[[good]]","Flipkart","a384521a-f37d-4736-b3e6-9f69988a79d1","5","Dear PRADIP ROUTH,Thanks, we appreciate your feedback. "
"[smell]","[smell]","[]","-90.38","0","111315","negative","100.0","My cat loves it but its smell is very nasty","","Asish mangaraj","[[loves, smell, nasty]]","Flipkart","a3b934ae-d439-4c12-91d4-783107121f09","4","Dear Asish mangaraj, We apologize for the inconvenience caused. Please get in touch with us on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[]","[]","[]","44.245","0","111743","positive","98.0","Good food","","Flipkart Customer","[[good]]","Flipkart","a3dc61f8-2f04-4386-8d93-39d3893495c5","5","Dear Flipkart Customer,Thanks, we appreciate your feedback. "
"[]","[]","[]","45.115","0","111254","positive","98.0","It's very nice","","Arham Firasat","[[nice, very nice]]","Flipkart","a3ec633a-0a30-46c5-9124-202dc6ae99c0","3","Dear Arham Firasat,Thanks, we appreciate your feedback. "
"[]","[]","[]","44.245","0","111781","positive","98.0","Good","","Flipkart Customer","[]","Flipkart","a4d91021-a74d-4d4e-8351-2a4ac25bc59a","3","Dear Flipkart Customer,Thanks, we appreciate your feedback. "
"[food-condition, product-overall]","[hard, dog]","[]","-76.915","0","112293","negative","100.0","The sticks are very hard. My dog hates it.","","S Naveen  kumar","[[hard, hates]]","Flipkart","a55df993-d1a1-4ee5-8674-9d782e158c4e","1","Dear S Naveen  kumar, We are sorry for the difficulty caused to you and your pet. Please share your contact details so that we can help you better on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[delivery, product-overall]","[delivery, product]","[]","72.69","0","111906","positive","100.0","Pet perfect food. my pet loving teast.but delivery very slow.good product .food very very good","","Flipkart Customer","[[perfect, loving, good, very good, very very good]]","Flipkart","a5b4453d-8260-41ed-a04a-16e4e4e11124","5","Dear Flipkart Customer, We at pedigree are happy to know that the food was liked by your pet! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[product-overall]","[product]","[]","43.71","0","111924","positive","100.0","Nice product","","Prince  Kumar","[[nice]]","Flipkart","a5c213d4-f058-44f2-ab59-2e905756e2f0","4","Dear Prince  Kumar, We at pedigree are cheerful to realize that the nourishment was loved by your pet! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","38.41","0","112095","positive","98.0","Ok","","Flipkart Customer","[]","Flipkart","a5c8c51c-2f70-45cd-8186-b58ff0e85fd3","2","Dear Flipkart Customer,Thanks, we appreciate your feedback. "
"[]","[]","[]","95.94","0","112003","positive","98.0","Great I want morw","","Flipkart Customer","[[great]]","Flipkart","a5f07002-48a1-42ac-86e1-1bdd00cd779d","4","Dear Flipkart Customer,Thanks, we appreciate your feedback. "
"[]","[]","[]","47.27","0","112301","positive","98.0","Super","","Pramod Kumar","[]","Flipkart","a62f4003-cb85-403b-9e91-f5c6437249c6","5","Dear Pramod Kumar,Thanks, we appreciate your feedback. "
"[product-overall]","[product]","[]","-90.23","0","111299","negative","98.0","Quality of this product is very poor my cat didn't eat this even a single piece don't by this product","","Praveen Karthi","[[poor, very poor]]","Flipkart","a65a78d9-2085-4d6b-a0d8-f9ffe40d7cd8","1","Dear Praveen Karthi, We apologize for the inconvenience caused. Please get in touch with us on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[packaging]","[pack]","[]","-45.855","0","112104","negative","100.0","I got cheated. U guys sent me pack of 5 instead of 15.","","Niranjan Kumar","[[cheated]]","Flipkart","a7062d54-42a6-4501-88e1-d62f462485ea","1","Dear Niranjan Kumar, We apologize for the inconvenience caused. We request you to share your contact details so that we can assist you better on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[product-overall]","[product]","[]","44.245","0","112137","positive","100.0","Good product","","Nitin Soni","[[good]]","Flipkart","a71a5a56-76db-4724-8985-b1e8a6f9e7af","5","Dear Nitin Soni, We at pedigree are happy to know how pedigree was preferred by your dog! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[product-overall]","[product]","[]","44.245","0","111888","positive","100.0","Good product","","Debojit Borkotoky","[[good]]","Flipkart","a73aa59a-ae10-46fc-8fa6-36b0c113f9a9","5","Dear Debojit Borkotoky, Cheerful to realize that the item could live upto the your desires! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","38.41","0","111742","positive","98.0","Ok","","Lalita rebelo","[]","Flipkart","a74a6df7-681c-4540-9508-69564c90ad97","1","Dear Lalita rebelo,Thanks, we appreciate your feedback. "
"[]","[]","[]","24.605","0","111313","positive","96.0","Maybe it is nice but just that my cats didn't like it. So yeah they didn't eat it.","","Vikas  Yadav","[[nice, like]]","Flipkart","a76d2f88-6bb1-4ad3-8670-f7cc1d6e7b19","2","Dear Vikas  Yadav,Thanks, we appreciate your feedback. "
"[]","[]","[]","-48.86","0","111252","negative","98.0","Bad worst","","Flipkart Customer","[[bad, worst]]","Flipkart","a77f6230-091f-401f-b850-5cdc734a834c","1","Dear Flipkart Customer,Thanks, we appreciate your feedback. "
"[]","[]","[]","45.495","0","112260","positive","98.0","Very good","","Partha Sarathi Mukherjee","[[good]]","Flipkart","a801d12d-b601-4b4c-a184-c6a13475f450","5","Dear Partha Sarathi Mukherjee,Thanks, we appreciate your feedback. "
"[product-overall]","[product]","[]","44.245","0","111977","positive","100.0","Good product","","Flipkart Customer","[[good]]","Flipkart","a8330bc1-6e8e-41f4-a0fa-1cd6f1896de2","5","Dear Flipkart Customer, Our customers are our first priority. We are happy that the food was liked by your dog! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[product-overall]","[dog]","[]","47.725","0","112045","positive","100.0","Best for dog","","Shivam Rai","[[best]]","Flipkart","a86f14b8-105a-4022-922a-35039e4db451","5","Dear Shivam Rai, Happy to know that the product could live upto the your expectations! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[delivery, food-condition, packaging, product-overall]","[delivery, product delivery, dry, wet, wet food, packets, food packets, product]","[]","-45.145","0","112199","negative","100.0","wrong product delivery. dry food instead of wet food packets.","","Nikhil Amin","[[wrong]]","Flipkart","a879e392-2f13-42f8-b711-85b821583056","1","Dear Nikhil Amin, We are sorry for the difficulty caused to you and your pet. Please share your contact details so that we can help you better on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[product-overall, vfm]","[product]","[[worth]]","45.0175","0","112120","positive","100.0","Bought just for Rs.150 but its worth in other sites is Rs. 450. Good product","","Nagaraj D","[[good]]","Flipkart","a8aac52d-d0cb-4ed1-8398-782e21d60bb6","5","Dear Nagaraj D, Glad to hear your wonderful experience with pedigree, do keep writing to us with more such awesome experiences! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[delivery, product-overall]","[delivery, product]","[]","98.55","0","112253","positive","100.0","excellent product great dicount and correct time delivery.","","saritha senthil","[[excellent, great, correct]]","Flipkart","a8bd7acd-1cb8-48b5-8831-7106a4cd4e33","5","Dear saritha senthil, Happy to hear your great experience with pedigree, do continue keeping in touch with us with all the more such wonderful encounters! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[product-overall]","[dog]","[]","-79.26","0","112014","negative","100.0","My dog did'nt liked it","","rakshit jain","[[liked]]","Flipkart","a94f5332-2f87-4d54-b748-1c66f8c6d3a6","1","Dear rakshit jain, We are sorry for the inconvenience caused. Please get in touch with us on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[]","[]","[]","43.71","0","111242","positive","98.0","Nice food","","Flipkart Customer","[[nice]]","Flipkart","a965cebe-25d5-409e-a22b-929d5ddda27a","5","Dear Flipkart Customer,Thanks, we appreciate your feedback. "
"[product-overall]","[product]","[]","46.885","0","111706","positive","100.0","Perfect product","","Dev Siddharth Pratap Singh","[[perfect]]","Flipkart","a9d63491-55ed-4f66-8ee4-46d992b58da3","5","Dear Dev Siddharth Pratap Singh, We at pedigree are happy to know how pedigree was preferred by your dog! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","47.585","0","111347","positive","98.0","Just awesome","","Chandradip Sarkar","[[awesome]]","Flipkart","a9dfea45-220d-4015-b992-168cdc129f9e","5","Dear Chandradip Sarkar,Thanks, we appreciate your feedback. "
"[]","[]","[]","41.605","0","111599","positive","98.0","Thank u Filpcard","","Aarti  Sharma","[[thank]]","Flipkart","aa9178de-ae18-404a-b22d-2b8680f8479a","4","Dear Aarti  Sharma,Thanks, we appreciate your feedback. "
"[]","[]","[]","44.245","0","112192","positive","98.0","Thanks","","Flipkart Customer","[]","Flipkart","aaf0c98b-ac15-4669-9564-3d81a9585fc5","5","Dear Flipkart Customer,Thanks, we appreciate your feedback. "
"[]","[]","[]","99.19","0","111916","positive","98.0","Sooooo god nice i love that and thanks","","Sharep Kunchok","[[god, nice, love, thanks]]","Flipkart","ab0f99b0-19f2-4038-b04e-338d31a4bc24","5","Dear Sharep Kunchok,Thanks, we appreciate your feedback. "
"[]","[]","[]","46.885","0","111385","positive","98.0","Excellent","","Indira Praphulla Kumar","[]","Flipkart","ab1fe77e-06e3-424a-a6f5-9ee86c345c3c","5","Dear Indira Praphulla Kumar,Thanks, we appreciate your feedback. "
"[product-overall]","[product]","[]","44.245","0","111463","positive","100.0","Good product","","Flipkart Customer","[[good]]","Flipkart","ac45cfd6-d76a-445c-be2a-347c1bbf0b4f","4","We are happy that the product met your expectations! Thanks Flipkart Customer for leaving the review."
